date_time	sensorID	variable	value
2020-09-11T00:00:00Z	station_02/par_02	PAR	0
2020-09-11T00:01:00Z	station_02/multisens_02	Temperature	24.9
2020-09-11T00:01:00Z	station_02/multisens_02	Relative Humidity	54.63
2020-09-11T04:06:00Z	station_02/multisens_02	Temperature	22.26
2020-09-11T04:06:00Z	station_02/multisens_02	Relative Humidity	65.87
2020-09-11T04:45:00Z	station_02/par_02	PAR	0
2020-09-11T06:51:00Z	station_02/multisens_02	Temperature	21.76
2020-09-11T06:51:00Z	station_02/multisens_02	Relative Humidity	65.83
2020-09-11T06:55:00Z	station_02/par_02	PAR	12
2020-09-11T08:19:00Z	station_02/par_02	PAR	528
2020-09-11T08:33:00Z	station_02/multisens_02	Relative Humidity	50.56
2020-09-11T09:09:00Z	station_02/multisens_02	Temperature	27.42
2020-09-11T09:24:00Z	station_02/par_02	PAR	138
2020-09-11T11:21:00Z	station_02/multisens_02	Temperature	36.27
2020-09-11T11:23:00Z	station_02/multisens_02	Relative Humidity	29.66
2020-09-11T11:51:00Z	station_02/par_02	PAR	1205
2020-09-11T13:29:00Z	station_02/multisens_02	Temperature	39.29
2020-09-11T13:29:00Z	station_02/multisens_02	Relative Humidity	26.31
2020-09-14T23:19:00Z	station_02/multisens_02	Temperature	25.11
2020-09-14T23:52:00Z	station_02/multisens_02	Relative Humidity	52.06
2020-09-15T00:07:00Z	station_02/par_02	PAR	0
2020-09-15T01:18:00Z	station_02/multisens_02	Temperature	23.5
2020-09-15T02:30:00Z	station_02/multisens_02	Relative Humidity	61.23
2020-09-15T04:08:00Z	station_02/multisens_02	Relative Humidity	56.74
2020-09-15T05:20:00Z	station_02/multisens_02	Temperature	23.33
2020-09-15T05:21:00Z	station_02/par_02	PAR	0
2020-09-15T05:26:00Z	station_02/multisens_02	Relative Humidity	58.12
2020-09-15T07:06:00Z	station_02/par_02	PAR	12
2020-09-15T07:17:00Z	station_02/multisens_02	Temperature	24.02
2020-09-15T10:00:00Z	station_02/multisens_02	Temperature	30.01
2020-09-15T10:06:00Z	station_02/par_02	PAR	534
2020-09-15T10:08:00Z	station_02/multisens_02	Relative Humidity	41.66
2020-09-15T11:04:00Z	station_02/par_02	PAR	728
2020-09-15T15:27:00Z	station_02/multisens_02	Temperature	36.23
2020-09-15T15:27:00Z	station_02/multisens_02	Relative Humidity	26.3
2020-09-15T18:16:00Z	station_02/par_02	PAR	22
2020-09-15T19:02:00Z	station_02/multisens_02	Relative Humidity	52.43
2020-09-15T19:03:00Z	station_02/multisens_02	Temperature	26.81
2020-09-15T20:47:00Z	station_02/multisens_02	Temperature	26.54
2020-09-15T20:47:00Z	station_02/multisens_02	Relative Humidity	53.14
2020-09-15T20:47:00Z	station_02/par_02	PAR	0
2020-09-15T23:23:00Z	station_02/par_02	PAR	0
2020-09-15T23:52:00Z	station_02/multisens_02	Temperature	21.71
2020-09-16T00:36:00Z	station_02/multisens_02	Relative Humidity	73.7
2020-09-16T02:48:00Z	station_02/multisens_02	Relative Humidity	65.31
2020-09-16T03:49:00Z	station_02/multisens_02	Temperature	21.23
2020-09-16T04:24:00Z	station_02/par_02	PAR	0
2020-09-16T06:15:00Z	station_02/multisens_02	Temperature	20.9
2020-09-16T06:26:00Z	station_02/multisens_02	Relative Humidity	75.69
2020-09-16T06:44:00Z	station_02/par_02	PAR	0
2020-09-16T08:43:00Z	station_02/multisens_02	Temperature	37.54
2020-09-16T08:43:00Z	station_02/multisens_02	Relative Humidity	32.86
2020-09-16T08:43:00Z	station_02/par_02	PAR	563
2020-09-16T09:32:00Z	station_02/par_02	PAR	190
2020-09-16T09:35:00Z	station_02/multisens_02	Temperature	27.68
2020-09-16T09:35:00Z	station_02/multisens_02	Relative Humidity	51.5
2020-09-16T12:22:00Z	station_02/par_02	PAR	902
2020-09-16T12:30:00Z	station_02/multisens_02	Relative Humidity	28.72
2020-09-16T13:26:00Z	station_02/multisens_02	Temperature	38.44
2020-09-16T14:48:00Z	station_02/multisens_02	Temperature	34.97
2020-09-16T14:48:00Z	station_02/par_02	PAR	170
2020-09-16T16:49:00Z	station_02/multisens_02	Relative Humidity	36.33
2020-09-16T23:22:00Z	station_02/multisens_02	Temperature	38.45
2020-09-16T23:22:00Z	station_02/multisens_02	Relative Humidity	31.69
2020-09-16T23:22:00Z	station_02/par_02	PAR	509
2020-09-17T00:51:00Z	station_02/multisens_02	Temperature	20.16
2020-09-17T00:51:00Z	station_02/par_02	PAR	0
2020-09-17T01:18:00Z	station_02/multisens_02	Relative Humidity	83.91
2020-09-17T03:27:00Z	station_02/multisens_02	Temperature	24.4
2020-09-17T03:30:00Z	station_02/multisens_02	Relative Humidity	66.62
2020-09-17T06:01:00Z	station_02/par_02	PAR	0
2020-09-17T06:58:00Z	station_02/multisens_02	Temperature	23.88
2020-09-17T07:36:00Z	station_02/par_02	PAR	9
2020-09-17T08:10:00Z	station_02/multisens_02	Relative Humidity	64.41
2020-09-17T10:57:00Z	station_02/multisens_02	Temperature	30.76
2020-09-17T10:57:00Z	station_02/multisens_02	Relative Humidity	45.49
2020-09-17T10:57:00Z	station_02/par_02	PAR	725
2020-09-17T11:18:00Z	station_02/par_02	PAR	151
2020-09-17T12:39:00Z	station_02/multisens_02	Relative Humidity	46.35
2020-09-17T13:08:00Z	station_02/multisens_02	Temperature	28.87
2020-09-17T14:16:00Z	station_02/par_02	PAR	592
2020-09-17T15:18:00Z	station_02/multisens_02	Temperature	33.58
2020-09-17T15:18:00Z	station_02/multisens_02	Relative Humidity	35
2020-09-17T16:21:00Z	station_02/par_02	PAR	148
2020-09-17T17:15:00Z	station_02/multisens_02	Temperature	31.98
2020-09-17T17:30:00Z	station_02/multisens_02	Relative Humidity	37.03
2020-09-17T18:58:00Z	station_02/par_02	PAR	0
2020-09-17T19:40:00Z	station_02/multisens_02	Relative Humidity	52.01
2020-09-17T20:09:00Z	station_02/multisens_02	Temperature	26.77
2020-09-17T21:51:00Z	station_02/par_02	PAR	0
2020-09-17T22:47:00Z	station_02/multisens_02	Temperature	24.97
2020-09-17T23:40:00Z	station_02/multisens_02	Relative Humidity	57.48
2020-09-18T01:37:00Z	station_02/multisens_02	Temperature	24.3
2020-09-18T02:42:00Z	station_02/multisens_02	Relative Humidity	52.9
2020-09-18T03:17:00Z	station_02/par_02	PAR	0
2020-09-18T03:37:00Z	station_02/multisens_02	Relative Humidity	55.2
2020-09-18T05:31:00Z	station_02/multisens_02	Temperature	19.88
2020-09-18T05:56:00Z	station_02/par_02	PAR	0
2020-09-18T05:58:00Z	station_02/multisens_02	Temperature	24.19
2020-09-18T07:20:00Z	station_02/par_02	PAR	12
2020-09-18T07:50:00Z	station_02/multisens_02	Relative Humidity	59.09
2020-09-18T08:17:00Z	station_02/multisens_02	Temperature	25.09
2020-09-18T10:14:00Z	station_02/par_02	PAR	154
2020-09-18T10:16:00Z	station_02/multisens_02	Relative Humidity	51.03
2020-09-18T12:10:00Z	station_02/par_02	PAR	889
2020-09-18T12:17:00Z	station_02/multisens_02	Temperature	35.11
2020-09-18T12:37:00Z	station_02/multisens_02	Relative Humidity	33.87
2020-09-18T13:34:00Z	station_02/par_02	PAR	161
2020-09-18T14:23:00Z	station_02/multisens_02	Temperature	36.86
2020-09-18T14:23:00Z	station_02/multisens_02	Relative Humidity	28.54
2020-09-18T16:42:00Z	station_02/par_02	PAR	428
2020-09-18T16:49:00Z	station_02/multisens_02	Temperature	35.12
2020-09-18T16:50:00Z	station_02/multisens_02	Relative Humidity	29.65
2020-09-18T18:53:00Z	station_02/par_02	PAR	0
2020-09-18T19:10:00Z	station_02/multisens_02	Temperature	29.5
2020-09-18T20:52:00Z	station_02/multisens_02	Relative Humidity	42.4
2020-09-18T21:31:00Z	station_02/par_02	PAR	0
2020-09-18T21:40:00Z	station_02/multisens_02	Relative Humidity	50.69
2020-09-18T23:15:00Z	station_02/multisens_02	Temperature	25.12
2020-09-19T00:21:00Z	station_02/par_02	PAR	0
2020-09-19T01:27:00Z	station_02/multisens_02	Relative Humidity	60.86
2020-09-19T02:20:00Z	station_02/multisens_02	Temperature	23.48
2020-09-19T03:33:00Z	station_02/multisens_02	Relative Humidity	63.53
2020-09-19T04:10:00Z	station_02/multisens_02	Temperature	23.42
2020-09-19T05:25:00Z	station_02/par_02	PAR	0
2020-09-19T07:46:00Z	station_02/multisens_02	Temperature	22.51
2020-09-19T07:47:00Z	station_02/par_02	PAR	25
2020-09-19T08:03:00Z	station_02/multisens_02	Relative Humidity	63.42
2020-09-19T08:59:00Z	station_02/multisens_02	Temperature	23.75
2020-09-19T08:59:00Z	station_02/multisens_02	Relative Humidity	63.5
2020-09-19T10:06:00Z	station_02/par_02	PAR	486
2020-09-19T11:31:00Z	station_02/multisens_02	Relative Humidity	34.91
2020-09-19T11:38:00Z	station_02/multisens_02	Temperature	34.98
2020-09-19T12:10:00Z	station_02/par_02	PAR	857
2020-09-19T13:42:00Z	station_02/par_02	PAR	206
2020-09-19T14:27:00Z	station_02/multisens_02	Relative Humidity	28.49
2020-09-19T14:38:00Z	station_02/multisens_02	Temperature	37.58
2020-09-19T15:58:00Z	station_02/multisens_02	Temperature	34.16
2020-09-19T16:41:00Z	station_02/par_02	PAR	380
2020-09-19T17:21:00Z	station_02/multisens_02	Relative Humidity	37.67
2020-09-19T18:12:00Z	station_02/par_02	PAR	25
2020-09-19T19:36:00Z	station_02/multisens_02	Relative Humidity	57.13
2020-09-19T20:01:00Z	station_02/multisens_02	Temperature	26.47
2020-09-19T20:43:00Z	station_02/par_02	PAR	0
2020-09-19T20:44:00Z	station_02/multisens_02	Relative Humidity	55.06
2020-09-19T21:41:00Z	station_02/multisens_02	Temperature	19.58
2020-09-19T23:25:00Z	station_02/par_02	PAR	0
2020-09-19T23:26:00Z	station_02/multisens_02	Temperature	23.88
2020-09-20T01:16:00Z	station_02/multisens_02	Relative Humidity	74.29
2020-09-20T01:50:00Z	station_02/multisens_02	Temperature	21.47
2020-09-20T03:56:00Z	station_02/multisens_02	Relative Humidity	77.32
2020-09-20T04:28:00Z	station_02/par_02	PAR	0
2020-09-20T06:14:00Z	station_02/multisens_02	Temperature	19.71
2020-09-20T06:47:00Z	station_02/par_02	PAR	0
2020-09-20T06:50:00Z	station_02/multisens_02	Relative Humidity	73.94
2020-09-20T07:32:00Z	station_02/multisens_02	Temperature	20.28
2020-09-20T07:42:00Z	station_02/multisens_02	Relative Humidity	72.43
2020-09-20T09:15:00Z	station_02/par_02	PAR	157
2020-09-20T11:30:00Z	station_02/multisens_02	Relative Humidity	36.26
2020-09-20T11:32:00Z	station_02/multisens_02	Temperature	33.56
2020-09-20T11:47:00Z	station_02/par_02	PAR	728
2020-09-20T12:34:00Z	station_02/par_02	PAR	293
2020-09-20T12:42:00Z	station_02/multisens_02	Relative Humidity	33.35
2020-09-20T12:55:00Z	station_02/multisens_02	Temperature	35.35
2020-09-20T14:29:00Z	station_02/par_02	PAR	650
2020-09-20T14:45:00Z	station_02/multisens_02	Relative Humidity	43.77
2020-09-20T14:46:00Z	station_02/multisens_02	Temperature	32.41
2020-09-20T17:04:00Z	station_02/multisens_02	Temperature	31.48
2020-09-20T17:22:00Z	station_02/par_02	PAR	70
2020-09-20T17:57:00Z	station_02/multisens_02	Relative Humidity	43.58
2020-09-20T19:01:00Z	station_02/par_02	PAR	0
2020-09-20T19:02:00Z	station_02/multisens_02	Relative Humidity	70.69
2020-09-20T19:21:00Z	station_02/multisens_02	Temperature	26.8
2020-09-20T21:28:00Z	station_02/par_02	PAR	0
2020-09-20T21:44:00Z	station_02/multisens_02	Temperature	19.33
2020-09-20T21:44:00Z	station_02/multisens_02	Relative Humidity	58.98
2020-09-20T23:51:00Z	station_02/multisens_02	Relative Humidity	83.64
2020-09-20T23:51:00Z	station_02/par_02	PAR	0
2020-09-20T23:53:00Z	station_02/multisens_02	Temperature	23.37
2020-09-21T04:14:00Z	station_02/multisens_02	Relative Humidity	92.66
2020-09-21T05:01:00Z	station_02/multisens_02	Temperature	20.69
2020-09-21T05:05:00Z	station_02/par_02	PAR	0
2020-09-21T06:47:00Z	station_02/multisens_02	Relative Humidity	92.13
2020-09-21T07:07:00Z	station_02/multisens_02	Temperature	20.7
2020-09-21T10:27:00Z	station_02/par_02	PAR	486
2020-09-21T11:56:00Z	station_02/multisens_02	Relative Humidity	55.48
2020-09-21T12:10:00Z	station_02/multisens_02	Temperature	19.26
2020-09-21T12:10:00Z	station_02/par_02	PAR	0
2020-09-21T13:03:00Z	station_02/multisens_02	Temperature	31.92
2020-09-21T14:28:00Z	station_02/par_02	PAR	657
2020-09-21T14:31:00Z	station_02/multisens_02	Relative Humidity	56.86
2020-09-21T15:21:00Z	station_02/par_02	PAR	38
2020-09-21T15:35:00Z	station_02/multisens_02	Relative Humidity	73.83
2020-09-21T15:53:00Z	station_02/multisens_02	Temperature	27.61
2020-09-21T17:30:00Z	station_02/par_02	PAR	64
2020-09-21T19:02:00Z	station_02/multisens_02	Relative Humidity	77.26
2020-09-21T19:03:00Z	station_02/multisens_02	Temperature	27.15
2020-09-21T19:37:00Z	station_02/par_02	PAR	0
2020-09-21T20:28:00Z	station_02/multisens_02	Relative Humidity	85.71
2020-09-21T21:35:00Z	station_02/multisens_02	Temperature	24.1
2020-09-21T21:46:00Z	station_02/par_02	PAR	0
2020-09-21T21:49:00Z	station_02/multisens_02	Temperature	24.68
2020-09-21T22:01:00Z	station_02/multisens_02	Relative Humidity	84.94
2020-09-22T00:03:00Z	station_02/par_02	PAR	0
2020-09-22T01:05:00Z	station_02/multisens_02	Temperature	21.6
2020-09-22T01:32:00Z	station_02/multisens_02	Relative Humidity	98.07
2020-09-22T02:07:00Z	station_02/par_02	PAR	0
2020-09-22T02:17:00Z	station_02/multisens_02	Relative Humidity	93.42
2020-09-22T03:06:00Z	station_02/multisens_02	Temperature	20.31
2020-09-22T05:02:00Z	station_02/multisens_02	Temperature	19.44
2020-09-22T05:19:00Z	station_02/multisens_02	Relative Humidity	98.61
2020-09-22T06:17:00Z	station_02/par_02	PAR	0
2020-09-22T07:19:00Z	station_02/par_02	PAR	25
2020-09-22T07:28:00Z	station_02/multisens_02	Temperature	19.23
2020-09-22T08:11:00Z	station_02/multisens_02	Relative Humidity	88.21
2020-09-22T09:53:00Z	station_02/multisens_02	Temperature	27.8
2020-09-22T09:54:00Z	station_02/multisens_02	Relative Humidity	60.7
2020-09-22T10:07:00Z	station_02/par_02	PAR	502
2020-09-22T10:31:00Z	station_02/par_02	PAR	183
2020-09-22T11:34:00Z	station_02/multisens_02	Relative Humidity	44.5
2020-09-22T11:41:00Z	station_02/multisens_02	Temperature	31.53
2020-09-22T12:45:00Z	station_02/multisens_02	Relative Humidity	53.41
2020-09-22T12:58:00Z	station_02/par_02	PAR	621
2020-09-22T14:04:00Z	station_02/multisens_02	Temperature	31.38
2020-09-22T15:18:00Z	station_02/par_02	PAR	177
2020-09-22T16:48:00Z	station_02/multisens_02	Relative Humidity	56.46
2020-09-22T16:52:00Z	station_02/multisens_02	Temperature	29.55
2020-09-22T17:57:00Z	station_02/par_02	PAR	12
2020-09-22T18:00:00Z	station_02/multisens_02	Temperature	27.11
2020-09-22T18:54:00Z	station_02/multisens_02	Relative Humidity	82.64
2020-09-22T20:42:00Z	station_02/par_02	PAR	0
2020-09-22T22:47:00Z	station_02/multisens_02	Temperature	22.76
2020-09-22T23:16:00Z	station_02/multisens_02	Relative Humidity	85.9
2020-09-22T23:31:00Z	station_02/par_02	PAR	0
2020-09-23T00:17:00Z	station_02/multisens_02	Relative Humidity	61.78
2020-09-23T00:24:00Z	station_02/multisens_02	Temperature	23.7
2020-09-23T02:25:00Z	station_02/multisens_02	Relative Humidity	62.73
2020-09-23T03:00:00Z	station_02/multisens_02	Temperature	23.28
2020-09-23T04:40:00Z	station_02/par_02	PAR	0
2020-09-23T05:03:00Z	station_02/multisens_02	Temperature	19.03
2020-09-23T06:47:00Z	station_02/multisens_02	Relative Humidity	84.75
2020-09-23T07:07:00Z	station_02/par_02	PAR	3
2020-09-23T08:54:00Z	station_02/multisens_02	Temperature	22.27
2020-09-23T08:54:00Z	station_02/multisens_02	Relative Humidity	72.73
2020-09-23T10:07:00Z	station_02/par_02	PAR	493
2020-09-23T11:06:00Z	station_02/multisens_02	Relative Humidity	41.15
2020-09-23T11:19:00Z	station_02/multisens_02	Temperature	32.18
2020-09-23T12:25:00Z	station_02/par_02	PAR	183
2020-09-23T14:27:00Z	station_02/par_02	PAR	509
2020-09-23T15:18:00Z	station_02/multisens_02	Temperature	33.75
2020-09-23T15:26:00Z	station_02/multisens_02	Relative Humidity	35.66
2020-09-23T16:05:00Z	station_02/par_02	PAR	157
2020-09-23T18:27:00Z	station_02/multisens_02	Relative Humidity	66.53
2020-09-23T18:30:00Z	station_02/multisens_02	Temperature	27.56
2020-09-23T19:11:00Z	station_02/par_02	PAR	0
2020-09-23T19:57:00Z	station_02/multisens_02	Temperature	26.66
2020-09-23T19:58:00Z	station_02/multisens_02	Relative Humidity	46.9
2020-09-23T22:08:00Z	station_02/par_02	PAR	0
2020-09-23T23:31:00Z	station_02/multisens_02	Temperature	21.67
2020-09-23T23:31:00Z	station_02/multisens_02	Relative Humidity	69.12
2020-09-24T01:36:00Z	station_02/multisens_02	Relative Humidity	68.58
2020-09-24T02:19:00Z	station_02/multisens_02	Temperature	19.58
2020-09-24T04:40:00Z	station_02/par_02	PAR	0
2020-09-24T06:37:00Z	station_02/multisens_02	Temperature	17.68
2020-09-24T06:37:00Z	station_02/multisens_02	Relative Humidity	81.09
2020-09-24T07:17:00Z	station_02/par_02	PAR	19
2020-09-24T07:57:00Z	station_02/multisens_02	Temperature	20.15
2020-09-24T08:20:00Z	station_02/multisens_02	Relative Humidity	72.38
2020-09-24T10:08:00Z	station_02/par_02	PAR	605
2020-09-24T11:12:00Z	station_02/multisens_02	Relative Humidity	34.79
2020-09-24T11:12:00Z	station_02/par_02	PAR	892
2020-09-24T11:33:00Z	station_02/multisens_02	Temperature	32.73
2020-09-24T13:04:00Z	station_02/par_02	PAR	132
2020-09-24T14:42:00Z	station_02/multisens_02	Relative Humidity	34.53
2020-09-24T14:45:00Z	station_02/multisens_02	Temperature	33.28
2020-09-24T16:05:00Z	station_02/multisens_02	Temperature	29.44
2020-09-24T16:23:00Z	station_02/par_02	PAR	557
2020-09-24T17:01:00Z	station_02/multisens_02	Relative Humidity	57.04
2020-09-24T18:39:00Z	station_02/par_02	PAR	0
2020-09-24T20:17:00Z	station_02/multisens_02	Temperature	25.29
2020-09-24T20:17:00Z	station_02/multisens_02	Relative Humidity	75.07
2020-09-24T21:17:00Z	station_02/par_02	PAR	0
2020-09-24T22:33:00Z	station_02/multisens_02	Temperature	21.96
2020-09-24T22:58:00Z	station_02/multisens_02	Relative Humidity	79.14
2020-09-24T23:49:00Z	station_02/par_02	PAR	0
2020-09-25T00:18:00Z	station_02/multisens_02	Relative Humidity	74.71
2020-09-25T01:56:00Z	station_02/multisens_02	Temperature	19.77
2020-09-25T04:27:00Z	station_02/multisens_02	Temperature	20.29
2020-09-25T04:34:00Z	station_02/multisens_02	Relative Humidity	78.68
2020-09-25T04:45:00Z	station_02/par_02	PAR	0
2020-09-25T06:25:00Z	station_02/multisens_02	Relative Humidity	84.95
2020-09-25T06:49:00Z	station_02/par_02	PAR	0
2020-09-25T06:52:00Z	station_02/multisens_02	Temperature	19.62
2020-09-25T08:38:00Z	station_02/multisens_02	Relative Humidity	73.49
2020-09-25T09:44:00Z	station_02/par_02	PAR	360
2020-09-25T09:45:00Z	station_02/multisens_02	Temperature	28.51
2020-09-25T10:39:00Z	station_02/multisens_02	Relative Humidity	40.94
2020-09-25T11:55:00Z	station_02/par_02	PAR	650
2020-09-25T11:56:00Z	station_02/multisens_02	Temperature	31.13
2020-09-25T12:26:00Z	station_02/par_02	PAR	58
2020-09-25T13:09:00Z	station_02/multisens_02	Temperature	27.03
2020-09-25T13:22:00Z	station_02/multisens_02	Relative Humidity	72.84
2020-09-25T15:24:00Z	station_02/multisens_02	Relative Humidity	47.19
2020-09-25T15:24:00Z	station_02/par_02	PAR	541
2020-09-25T15:26:00Z	station_02/multisens_02	Temperature	29.97
2020-09-25T17:00:00Z	station_02/multisens_02	Temperature	29.45
2020-09-25T17:07:00Z	station_02/par_02	PAR	54
2020-09-25T18:44:00Z	station_02/multisens_02	Relative Humidity	48.99
2020-09-25T19:26:00Z	station_02/par_02	PAR	0
2020-09-25T20:47:00Z	station_02/multisens_02	Relative Humidity	57.43
2020-09-25T21:02:00Z	station_02/multisens_02	Temperature	25.52
2020-09-28T22:42:00Z	station_02/multisens_02	Relative Humidity	72.62
2020-09-28T23:59:00Z	station_02/par_02	PAR	0
2020-09-29T00:49:00Z	station_02/multisens_02	Relative Humidity	70.08
2020-09-29T01:37:00Z	station_02/multisens_02	Temperature	16.9
2020-09-29T02:12:00Z	station_02/par_02	PAR	0
2020-09-29T03:40:00Z	station_02/multisens_02	Temperature	15.56
2020-09-29T04:24:00Z	station_02/multisens_02	Relative Humidity	79.43
2020-09-29T06:48:00Z	station_02/multisens_02	Temperature	15.1
2020-09-29T06:48:00Z	station_02/multisens_02	Relative Humidity	79.97
2020-09-29T06:48:00Z	station_02/par_02	PAR	0
2020-09-29T07:43:00Z	station_02/multisens_02	Temperature	15.51
2020-09-29T07:43:00Z	station_02/multisens_02	Relative Humidity	81.58
2020-09-29T08:15:00Z	station_02/par_02	PAR	257
2020-09-29T11:00:00Z	station_02/multisens_02	Relative Humidity	47.78
2020-09-29T11:31:00Z	station_02/multisens_02	Temperature	23.75
2020-09-29T11:46:00Z	station_02/par_02	PAR	686
2020-09-29T12:29:00Z	station_02/multisens_02	Relative Humidity	35.63
2020-09-29T12:30:00Z	station_02/multisens_02	Temperature	30.77
2020-09-29T12:48:00Z	station_02/par_02	PAR	99
2020-09-29T14:30:00Z	station_02/multisens_02	Temperature	32.09
2020-09-29T14:33:00Z	station_02/par_02	PAR	702
2020-09-29T16:35:00Z	station_02/multisens_02	Relative Humidity	32.23
2020-09-29T17:32:00Z	station_02/par_02	PAR	35
2020-09-29T17:57:00Z	station_02/multisens_02	Relative Humidity	36.04
2020-09-29T18:55:00Z	station_02/multisens_02	Temperature	23.81
2020-09-29T20:18:00Z	station_02/par_02	PAR	0
2020-09-29T22:58:00Z	station_02/multisens_02	Temperature	18.2
2020-09-29T22:58:00Z	station_02/multisens_02	Relative Humidity	71.04
2020-09-29T23:08:00Z	station_02/par_02	PAR	0
2020-09-30T00:48:00Z	station_02/multisens_02	Temperature	16.6
2020-09-30T01:38:00Z	station_02/multisens_02	Relative Humidity	72.34
2020-09-30T02:41:00Z	station_02/multisens_02	Temperature	16.06
2020-09-30T04:36:00Z	station_02/multisens_02	Relative Humidity	80.72
2020-09-30T04:36:00Z	station_02/par_02	PAR	0
2020-09-30T06:37:00Z	station_02/multisens_02	Temperature	13.55
2020-09-30T06:37:00Z	station_02/multisens_02	Relative Humidity	83.46
2020-09-30T06:59:00Z	station_02/par_02	PAR	3
2020-09-30T07:53:00Z	station_02/multisens_02	Temperature	15.07
2020-09-30T07:53:00Z	station_02/multisens_02	Relative Humidity	79.95
